likert,effectTime,didnotagree,language,rawwords,agreed,when,userid,effect,param,quiet,surveyID,sessionid,key,useragent,ind,cleanTime,irb,words,audioFile,listen
4,36.813,"metallic,ear-splitting,creepy,haunting,annoying,harsh,ringing,dramatic,scratchy,war,none of the above",English,"echoing,open,distant,lose","long,dissonant,far,echo,expansive",2014-03-23T03:02:15,cHQgoSpXnfhSFtVNl1dk,reverb,"0.0269,0.9700,-0.0063,13309.0000,0.5941",yes,Bvxd8r4bv7S2PT1aSYau,bq7a4vS95NxPMFIRM1Ml,5897790035066880,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/33.0.1750.152 Chrome/33.0.1750.152 Safari/537.36",250,16.333,true,"echoing,open,distant,lose",/static/audio/drums.mp3,standalone
3,31.717,"echos,spacious,sharp,introspective,tinny,none of the above",English,"very-warm,happy","reflective,distant,ringing,calming,nostalgic",2014-03-18T01:55:40,BVaY0A1S8wK0cxZsAlsV,reverb,"0.0810,0.9100,-0.0103,3685.0000,19.3020",yes,aLEGnkb8lNvhjD4xZaYp,hfSwI9OTPjTT0nTJShtp,5898164770963456,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",92,27.602,true,"very-warm,happy",/static/audio/guitar.mp3,headphones
2,40.525,"dramatic,underwater,drawn-out,completely-wet,warm,no-highs,calm,deep,smokey,slow-sad,soft,loud,none of the above",English,"far,large,wide","disembodied,airy,big",2014-03-22T04:02:54,1aDURLKEpuFAbGcFDct6,reverb,"0.0778,0.8900,-0.0088,1819.0000,38.6170",yes,3D3IagqX2PmtWSpvdn0b,mPUs8QFTtmrKFyPveFno,5898568497889280,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",223,21.369,true,"far,large,wide",/static/audio/piano.mp3,headphones
1,29.755,,English,"muffled,low-volume,grainy",,2014-03-17T22:11:00,oF3xJok0wC7umZwCd0DE,reverb,"0.0109,0.5500,-0.0077,657.0000,89.0140",yes,KUORUYNT5WVtXBWa4XfO,6lP2BnznXePW2setGRFq,5898753181483008,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",63,33.576,true,"muffled,low-volume,grainy",/static/audio/drums.mp3,headphones
3,56.082,"unclear,boom,auditorium,paced,haunting,empty,buzz,soothing,good,open,nice,surrounded,none of the above",English,"sharp,high-pitched,chime","muffled,warm,sustained",2014-03-24T15:46:28,mdciOHCcGhvA2DVXsN4Z,reverb,"0.0249,0.9600,0.0004,22050.0000,0.5829",yes,bwzWhTDRhCwt54C54k7a,WcWrY1d3tgp5Z8QXjzV9,5899104295059456,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",145,13.797,true,"sharp,high-pitched,chime",/static/audio/guitar.mp3,headphones
4,28.728,honky-tonkyish,English,"clear.,treble",none of the above,2014-03-17T22:38:22,NRmtxDgWbhGKZZX8dRmp,reverb,"0.0359,0.2600,0.0074,5812.0000,7.5931",yes,vyFGSYZezdwF8WUhz6a4,nTY5VN6fFzuSGvED3pfO,5899268577558528,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",140,15.231,true,"clear,treble",/static/audio/drums.mp3,standalone
4,232.971,"slow,full,deep,rumbling,low,rounds,pleasant,emotional,none of the above",English,"hum,loud,strong,noisy,big-boom,storm,echo","loud,loud-drums,louder,echo,bass,vibrating,noisy",2014-03-20T18:43:41,7emi4q114pL6ooilcUoc,reverb,"0.0879,0.9000,-0.0112,95.0000,147.0100",yes,7F74j3WGarJoOdijfEtI,ckOFXlz6xTZdTfhfVrrv,5900020196835328,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",122,37.971,true,"hum,loud,strong,noisy,big-boom,storm,echo",/static/audio/drums.mp3,headphones
2,30.767,"annoying,deep,relaxing,big,bad,distorted,horror,airy,none of the above",English,"bassy,distorted","pulse-echo,muted,unclear,muffled,bass,under-water,dampening",2014-03-23T14:52:08,5I0eRwmzBWhAg60AWRoI,reverb,"0.0290,0.9600,-0.0021,113.0000,99.5870",yes,DyYO3ZMio6iMGWqHad8C,ZGKYWTm7K1tCeCgX3HnG,5900444324855808,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",141,15.642,true,"bassy,distorted",/static/audio/drums.mp3,standalone
2,5.107,"sparkly,far-away,dummy,washed-out,digitally-distorted,deep,feminine,late,mellow,jarring,open,faint,more-deep,none of the above",English,"tinkering,bright,long","happy,dramatic",2014-05-13T07:20:13,xCDL1Ka4pFrPdGzKKmng,reverb,"0.0269,0.9300,-0.0098,15289.0000,3.2662",yes,KkLAEy00OabkXeNUEViU,cn5oVhmE0enYSjC5Y0Zr,5900563778633728,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",167,27.886,true,"tinkering,bright,long",/static/audio/piano.mp3,headphones
4,68.413,"trumpets,scratchy,live,silent,far-away,concert,pleasant,suspenseful,sad,tinny,muffle,deep,none of the above",English,"warm,loud","spacious,bass,surround",2014-03-19T06:48:25,XuYnAFaaqwHqng56A8tC,reverb,"0.0140,0.6900,0.0012,22050.0000,12.8170",yes,mwoLz6w9ktWBbjV7y519,cqyw70Jyq2SpEWa57bLm,5900836240621568,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",158,20.65,true,"warm,loud",/static/audio/piano.mp3,headphones
3,14.396,"silent-night,slow-ringing,relaxing,distorted,booming,different,muffled,miraculous,discordant,odd,semi-spacious,none of the above",English,oceany,"echo,loud,bass,covered",2014-03-19T23:30:58,z59AasGhqXnNl7Ih5cak,reverb,"0.0610,0.9300,-0.0098,168.0000,57.8920",yes,502aLDscS02eVrH2GVOH,USOygOozf8nr9YgMIKE0,5901557795127296,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",137,17.126,true,oceans,/static/audio/drums.mp3,headphones
3,16.673,"upset,continuous,hard-to-hear,underwater,distorted,echo,regret,far-away,distressed,thunderous,static,distant,none of the above",English,nice,pleasant,2014-03-18T15:17:37,pSn3cFOev66xn5zHFCZ8,reverb,"0.0500,0.9400,-0.0008,2002.0000,1.4383",yes,4yI6SPbfbk1auJ0wN49W,unLj6wqiJ2WcCbLbj5G8,5901927162314752,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",44,14.44,true,nice,/static/audio/guitar.mp3,headphones
3,47.302,"clear,acoustical,chilling,empty,silky,undersold,echos,like-in-a-tin,hopeless,discrete,tragic,none of the above",English,warm-echo,"large-room,diminished,deep,empty-room",2014-05-14T03:55:45,LopHejt4C3fQcA2Pd3ZW,reverb,"0.0959,0.8500,-0.0073,3951.0000,38.3260",yes,UmYGfha6VGBmJM7ZqGKD,d5XQrqp8Xq2ySVWx48Wm,5902195866206208,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.99 Safari/537.36",88,28.945,true,warm-echo,/static/audio/piano.mp3,standalone
4,32.093,,English,"faint,far,death,tremor,lonesome",,2014-03-17T22:02:54,ceZ6lAfLfnXse8QW9hzt,reverb,"0.0369,0.9200,0.0057,1894.0000,1.4226",yes,SlGx8yIcd2xeZD7FesJy,LEREyKgVijHgJfVqZcl6,5902197745254400,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",75,17.652,true,"faint,far,death,tremor,lonesome",/static/audio/drums.mp3,headphones
2,64.021,"ballistic,hard-to-hear,deep,jarring,nice,thunderous,big,alien,background,none of the above",English,"large-church,softned","echo,bas-full,airy,muffled,ominous,softened",2014-03-18T19:11:06,jcI9fEKbGJzIHVzjzjKL,reverb,"0.0939,0.9000,-0.0096,354.0000,49.0570",yes,6NIZBNp5Ad225qFvn0Al,fxImZJQQjlNbJbfBSDxa,5902605767147520,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",235,26.987,true,"large-church,softened",/static/audio/piano.mp3,laptop/tablet/cellphone
3,42.279,"the-end,tinny,unclear,joyous,aching,outer-space,funeral,alien,slower,none of the above",English,"murky,ominous,funereal","scary,creepy,gloomy,key-board,distant,diffused",2014-03-23T02:20:42,SsIGTWXRIMCj3qqdYIqQ,reverb,"0.0369,0.9600,-0.0100,634.0000,13.2820",yes,s65EdAmn3cZcdcBO6T7i,5aqDsl7WLR8a3mGLZurE,5902832326672384,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",187,40.375,true,"murky,ominous,funereal",/static/audio/piano.mp3,headphones
2,17.008,"uncomfortable,church-like,mysterious,muffed,castle,organ,church,strings,sad,sleepy,warm,haunting,none of the above",English,"loud,strong,large,big","grand,deep,big",2014-05-13T09:13:47,zisyaKq2l0PgWd2gur3z,reverb,"0.0329,0.9600,-0.0043,22050.0000,1.7288",yes,4KLwgQMydaLQXPkoek3d,XHMbVUBYSvjot0igr6Kz,5902985066446848,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",61,17.623,true,"loud,strong,large,big",/static/audio/piano.mp3,standalone
4,17.754,"good,enchanting,muddy,angry,faint,cold,deep,distant,big,feminine,echo,march,digitally-distorted,none of the above",English,church-like,"loud,higher",2014-03-19T21:40:38,5uWTW4uiQTVRbTzG7gMi,reverb,"0.0269,0.9300,-0.0098,15289.0000,3.2662",yes,anYBU8exZdBDJwTY3jIM,lOBDCHddTkQcKBUCsBFa,5903065328648192,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",167,14.755,true,church-like,/static/audio/guitar.mp3,other
2,0.101,"cathedral-like,meaningful,unclear,spacey,smooth,depressing,long-lasting,haunting,echoing,hollow-space,nice,none of the above",English,"bass,loud,marching","cavernous,marching-band,grands,hall",2014-05-13T16:43:35,lwQNyONyYp5ts1fIUH0Y,reverb,"0.0580,0.9400,-0.0108,877.0000,32.5910",yes,nVjmhGeRKSQwPUD4py1W,MJ0kzNzdD1H6BZPvxq68,5903390672420864,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",197,105.939,true,"bass,loud,marching",/static/audio/drums.mp3,headphones
0,35.396,"cave-like,off,sharp,happy,indie-movie,fading,rich,sweet,unlikable,warm,confused,full,none of the above",English,"softer,warm","stiff,buried,muffle",2014-03-19T06:54:15,FA3oWRqJVgy0tEZOCqNt,reverb,"0.0159,0.1300,0.0073,1017.0000,101.2900",yes,kJWl3pnTirIiLk8onm6e,MV1ZRh4M2BdC857ZD1WX,5904641581645824,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",221,42.639,true,"softer,warm",/static/audio/guitar.mp3,headphones
1,40.484,"quiet,old,blurry,light,low,loud,churchly,loving,tinny,expansive,concise,muffled,warm,none of the above",English,"low-fi,garage,muffled,narrow","recital,muted",2014-03-21T18:36:50,lK0sxU47SbWWOn5Dly92,reverb,"0.0159,0.7800,-0.0083,1294.0000,76.4440",yes,4xQzEI8hACwxaKHzwtA7,hN7MYtNHYtNxGKkaYXhr,5905023833735168,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",9,10.877,true,"low-fi,garage,muffled,narrow",/static/audio/guitar.mp3,standalone
3,62.92,"calm,choir,full,screechy,tinny,soothing,horror,echos,church-like,echo,far-away,warm,deep,none of the above",English,"loud,irritable","loud,unpleasant",2014-03-23T14:19:26,2ctOar9ZFIg77aXyZrMW,reverb,"0.0159,0.9600,-0.0071,22050.0000,8.7133",yes,pH9yh4LjfKxxXe81kv5x,xEUWlmWbaGgYeVbagxwP,5905409307049984,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",237,17.972,true,"loud,irritable",/static/audio/drums.mp3,headphones
3,50.963,"echo,big,spacey,ebb-flow,blare,loud,bombastic,sky,big-bass,sorrow,none of the above",English,"clear,ringing,sweet","warm,heart-touched,strong,large,ceremonial",2014-05-14T03:02:14,BVaY0A1S8wK0cxZsAlsV,reverb,"0.0900,0.8800,-0.0112,216.0000,16.6430",yes,diU8FoE1I8NMAnwbF48b,1L4D60fgS0Nwp8x3ierx,5905681232166912,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",209,72.607,true,"clear,ringing,sweet",/static/audio/drums.mp3,headphones
4,17.454,"emotional,noticeable,church-acoustic,evocative,boisterous,intricate,longer-lasting,magical,powerful,fun,none of the above",English,bad,resounding,2014-03-18T00:46:13,wiBfPao5KuHtdY9PutvT,reverb,"0.0750,0.9200,-0.0115,22050.0000,0.6395",yes,6RXcmV0h9Rs4UDxFYDXn,TY0kYtPQ2fNXeKHQw1iq,5905745388240896,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",20,27.408,true,bad,/static/audio/drums.mp3,standalone
2,70.55,"thick,big-church,far,joyful,night-magic,waving,concert-hall,spacious,wide,far-near,clear,none of the above",English,"static,haunting","large,eerier,louder,sad",2014-03-24T19:57:02,GklxTJzljMcGTBqNBNxv,reverb,"0.0699,0.9000,-0.0115,749.0000,79.6070",yes,Zf53ahN19HJnFg1598JV,hu2Z8nEKjKsI42Jh1QjA,5905967652798464,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",97,18.257,true,"static,haunting",/static/audio/piano.mp3,standalone
2,23.65,"deep,thumper,emboldening,powerful,charging,marching,ringy,low,strong,deeper,none of the above",English,"live,room,close",broadening,2014-03-18T11:07:47,adTU2eKHAVW28SjITLRb,reverb,"0.0109,0.0600,0.0013,22050.0000,31.3580",yes,uQSToT7T4SwImns3dKm1,gW98DgAWJKzpAvWBLjvP,5906522777321472,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",161,63.109,true,"live,room,close",/static/audio/guitar.mp3,standalone
0,25.271,"booming,powerful,low-quality,drawn-out,serene,medicinal,welcoming,weird,open,overlapping,pulsating,loud,none of the above",English,"drums,chaotic","gothic,creepy,intense",2014-03-23T03:31:20,Y706WbYHvczIwyUMgljy,reverb,"0.0597,0.9300,-0.0105,22050.0000,0.6258",yes,0wvsvRzI1ziaTIumjpeg,HfvMjt6Cos7KjBvA12mi,5906749336846336,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",171,36.401,true,"drums,chaotic",/static/audio/drums.mp3,headphones
3,14.37,"relaxing,hall,cathedral,organ,symphonic,edgy,nice,far,disturbing,reaching,noise,distant,mournful,none of the above",English,"booming,drum-roll,bass,artificial","echo,mashed",2014-03-20T22:33:03,uORxgkUzghBGLLQ3ms2Q,reverb,"0.0750,0.9200,-0.0111,22050.0000,9.7421",yes,cmKBPvu55zrG0SD4os9P,Ljc9B3rZstLp04URuhw5,5907085418037248,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",232,16.738,true,"booming,drum-roll,bass,artificial",/static/audio/drums.mp3,headphones
3,9.423,"pitch,warm,old,open,light,uneventful,soothing,movie,easy-listening,opera,churchly,slower,concise,none of the above",English,"underground,bass-less","recital,muffled",2014-03-19T00:43:32,SYCCsBUgatx64AAQFK8s,reverb,"0.0159,0.7800,-0.0083,1294.0000,76.4440",yes,WgfI7sGVXZPc1vimLz5z,4VUBQ4oCXBf7huAdwkrK,5907141252612096,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",9,11.537,true,"underground,bass-less",/static/audio/guitar.mp3,headphones
4,12.449,"fancier,warmer,none of the above",English,"amplified,full",higher,2014-03-17T22:47:57,UljawWB5xMUNWzeVWfhG,reverb,"0.0168,0.0100,0.0047,3478.0000,2051.5000",yes,vwf2czV3OeVohRGTIX0g,pz4abBTPETnkVKhNCRvV,5908232174305280,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.149 Safari/537.36",194,50.116,true,"amplified,full",/static/audio/piano.mp3,headphones
3,16.943,"happy,musical,stadium,large,spacious,echo,fun,big-church,large-hall,indistinct,church-like,none of the above",English,"ringy,bright,wet","creepy,eerie,loud,church-hall",2014-05-13T19:24:48,WID7kyPCOKvU8t7InY9W,reverb,"0.0810,0.8600,-0.0077,22050.0000,3.9449",yes,2CvJZpJIW2TCvhIX0ug4,0uMQ90VXeCdkuQXn3UvO,5908544633176064,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",248,16.333,true,"ringy,bright,wet",/static/audio/piano.mp3,standalone
4,7.289,"evil,deep,gloomy,high,hawaiian,loud,event,spooky,echo,better,none of the above",English,"cheap,tinny,bad,terrible","shrill,bad,mechanical,echos,dingy",2014-03-23T15:52:19,5I0eRwmzBWhAg60AWRoI,reverb,"0.0109,0.9500,-0.0081,22050.0000,9.7163",yes,aPEBtudVeIYsHo6qthmw,KiPV4TIxE3Bmudu6yuT5,5909120158793728,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",28,31.755,true,"cheap,tinny,bad,terrible",/static/audio/guitar.mp3,standalone
4,211.539,,English,"deep,brassy,like-in-a-tin,distant,echoing,empty",,2014-03-15T01:02:30,akFSzQvD960J2G6uzhZm,reverb,"0.0959,0.8500,-0.0073,3951.0000,38.3260",yes,J9mKTYxwb6ovKZjENjHF,UdlK48iDXACh7oQuF8tQ,5910031765602304,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",88,71.085,true,"deep,brassy,like-in-a-tin,distant,echoing,empty",/static/audio/piano.mp3,headphones
2,30.536,"church,dream-like,surreal,under-water,electric,spacey,church-like,hypnotic,big-meeting,nice,none of the above",English,devil_music,"vibrating,loud",2014-03-18T13:39:26,LtzH5hTiuQHHhiSiLaIB,reverb,"0.0168,0.9800,-0.0085,201.0000,3.4334",yes,RkB8T7fM6oH9dR7Ng4bS,xIBo8QbTc7njEl1dM5ic,5910233629065216,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",62,91.518,true,devil-music,/static/audio/piano.mp3,headphones
3,23.69,"rational,hollow,eerie,classic,thick,cheap,wild,meditative,church,warm,echo,echoes,none of the above",English,bang,"slow,beautiful,cool",2014-05-13T07:18:23,DmlVjkJ2p2tRuQTe0RiK,reverb,"0.0810,0.9100,-0.0103,3685.0000,19.3020",yes,hZh5e89XlqSh6d5gGQyT,yfqtB9VufjnEAF5KQYjm,5910458309541888,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",92,17.556,true,bang,/static/audio/guitar.mp3,standalone
2,35.278,"bass,drum-line,bang,mixed,military,short,boom,ghostly,cadence,concise,band-camp,elector,none of the above",English,warm,"dramatic,warm,warmer",2014-03-22T19:00:28,KAt8Dox7CzTbKFpg8soM,reverb,"0.0109,0.0100,-0.0061,22050.0000,434.3400",yes,qSXymJbjEEjMZgSPUIqr,GFbdtt1CWLzxd56gwyxW,5910666347020288,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",46,16.553,true,warm,/static/audio/piano.mp3,other
3,42.113,"groovy,melodious,strength,medieval,formal,heavy,deeper,echoing,twangy,cold,big,none of the above",English,horror,"distorting,crackly,vibrations,breathing",2014-05-13T10:14:21,3vZIAZMEpcjhb7zn90nO,reverb,"0.0549,0.9300,-0.0092,3462.0000,1.2769",yes,a0P83SgMOFK5FuI9cK8T,ue7y1GlC0CV2fNsQ2ZW3,5910820428972032,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",226,16.747,true,horror,/static/audio/piano.mp3,standalone
4,42.412,"high,deep,muffled,opaque,long,chimer,sown,very-low,dulled,soft,none of the above",English,"enhanced,high-quality,inviting","rhythmic,masterpiece,good,happy,spacious",2014-03-19T21:45:33,NthJXZffQr8vZu37HQg7,reverb,"0.0279,0.8500,-0.0018,590.0000,101.0100",yes,0WWJbvNjGY1HkyqvrDEN,EMbZFoCF2G7S1bLB225I,5910899348996096,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",22,14.299,true,"enhanced,high-quality,inviting",/static/audio/guitar.mp3,headphones
4,70.872,"huge,happy,engrossing,italian,church-like,tragic,church,depressing,organ,reflections,accordion,echoing,none of the above",English,"excessive,annoying","distorted,delayed,long",2014-03-20T03:40:37,KPi3PCdv7WOPQhpzh6KA,reverb,"0.0520,0.9300,-0.0096,22050.0000,0.9531",yes,tMkh91gWn6r9XWX8hKx3,Xcs7JfO26ovQN5SdjM01,5911105507426304,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",157,15.222,true,"excessive,annoying",/static/audio/drums.mp3,headphones
3,47.808,"melodious,cloudy,up-tempo,body-moving,tough,horror,sluggish,warm,soulful,hall,storm,dying,loud,static,none of the above",English,"very,low",slow,2014-05-13T11:20:42,WTJaI9XxIaomk8pREi3M,reverb,"0.0329,0.9600,-0.0061,82.0000,7.5282",yes,ToS4R0daMJCuAYQDYsEW,58gkkVauGSVw3AyMEwL6,5911232745832448,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",212,23.795,true,"very,low",/static/audio/piano.mp3,standalone
3,34.995,"horror,spooky,confused,unfriendly,ethereal,wet,serene,brassy,ambient,expansive,echoes,echo,none of the above",English,"warm,pleasant","dreamy,deep,wide",2014-05-13T08:39:13,Cr7JVEzHdK1XkWx7T1jV,reverb,"0.0769,0.9200,-0.0088,771.0000,6.6107",yes,69jM7stNMS6anFtoo73R,EhmFKngFjGJoLSezM9dZ,5911282943262720,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",238,17.915,true,"warm,pleasant",/static/audio/guitar.mp3,standalone
3,38.641,"relaxing,medium-hall,heavy-tones,powerful,warm,low-quality,high-pitch,slimy,clean,country,deep,cheap,none of the above",English,"electric,empty-hall,sound-check","brassy,mild,live",2014-03-23T02:24:42,PAUEJ9Y98m4FSQ89dXXg,reverb,"0.0479,0.7400,-0.0108,7647.0000,19.2540",yes,rqnJg3LhwsOlrVoasxHu,u6LD4gfKUCDvBCYJFFWB,5911490980741120,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",247,23.153,true,"electric,empty-hall,sound-check",/static/audio/guitar.mp3,headphones
4,70.657,,English,"boomy,wet,trailing,panned-to-the-right,huge",,2014-03-17T22:00:21,yFEYdesm7zk7aUX5UIHt,reverb,"0.0568,0.9300,-0.0008,1356.0000,19.1800",yes,Uo89xWGPIkL5AWoQHmzG,rlG19cNIDDnhyKCLCbV5,5911681033043968,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",177,19.671,true,"boomy,wet,trailing,panned-to-the-right,huge",/static/audio/drums.mp3,headphones
1,54.967,"vivid,wide,spacious,amplified,strengthened,bassy,loud,echo,bright,distant,mild,far-sounding,subdued,hard,none of the above",English,"somewhat,nice",positive,2014-03-18T17:02:18,p33yWopxKFoQLZjpb3So,reverb,"0.0279,0.8100,-0.0018,1662.0000,55.7320",yes,xH3Q79QQ6bU82jDyxGyu,TwsC1v6yvnvLqrLs67IS,5911882896506880,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",249,17.783,true,"somewhat,nice",/static/audio/piano.mp3,headphones
4,8.958,"bell-like,high,crashing,peaceful,distant,relaxing,distance,voluminous,gothic,glorious,inverted,concert-hall,lengthy,calm,none of the above",English,melody,church,2014-03-24T01:59:38,6dkdMpnyYrUgY69WDECA,reverb,"0.0378,0.9400,0.0027,4798.0000,21.7290",yes,YGi4rwdxtT1gO5gAv4Xs,tpY9NVtIcZrh9ewey6KY,5912418693677056,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",144,12.298,true,melody,/static/audio/guitar.mp3,standalone
